claim_id,employee_id,amount,expense_category,claim_date,submission_date,receipt_attached,policy_id,approval_status,approved_by
EXP-000243,EMP-71260,163.49,Entertainment,2021-10-13,2021-10-25,False,POL-0018,APPROVED,MGR-7110
EXP-000244,EMP-11666,492.0,Software,2021-11-17,2021-11-30,True,POL-0012,APPROVED,MGR-3953
EXP-000245,EMP-27394,154.25,Accommodation,2022-10-10,2022-10-17,True,POL-0017,APPROVED,MGR-2060
EXP-000246,EMP-12006,1101.05,Training,2022-03-19,2022-03-19,True,POL-0018,PENDING,
EXP-000247,EMP-14594,92.77,Software,2023-02-22,2023-03-08,True,POL-0015,APPROVED,MGR-8005
EXP-000248,EMP-55651,15.42,Meals,2024-01-12,2024-01-12,True,POL-0016,APPROVED,MGR-4505
EXP-000249,EMP-45899,1864.18,Equipment,2022-06-07,2022-06-12,True,POL-0019,APPROVED,MGR-3024
EXP-000250,EMP-26320,333.37,Training,2024-11-07,2024-11-17,True,POL-0006,APPROVED,MGR-8005
EXP-000251,EMP-26736,3285.31,Consulting,2021-02-02,2021-02-04,True,POL-0002,APPROVED,MGR-3953
EXP-000252,EMP-20008,1095.39,Equipment,2024-08-28,2024-09-07,True,POL-0013,APPROVED,MGR-2722
EXP-000253,EMP-66175,39.63,Entertainment,2024-10-29,2024-10-31,False,POL-0020,PENDING,
EXP-000254,EMP-48864,92.25,Entertainment,2023-12-15,2023-12-29,True,POL-0011,APPROVED,MGR-2279
EXP-000255,EMP-23802,13426.07,Consulting,2021-11-26,2021-12-04,True,POL-0006,APPROVED,MGR-6032
EXP-000256,EMP-64665,6136.79,Marketing,2022-03-28,2022-04-02,True,POL-0007,APPROVED,MGR-5683
EXP-000257,EMP-49910,244.49,Office Supplies,2021-04-08,2021-04-13,True,POL-0001,APPROVED,MGR-1877
EXP-000258,EMP-52630,15.74,Meals,2024-01-02,2024-01-10,True,POL-0015,APPROVED,MGR-7488
EXP-000259,EMP-68966,2207.38,Travel,2021-09-14,2021-09-20,True,POL-0018,APPROVED,MGR-4619
EXP-000260,EMP-55482,7376.13,Marketing,2021-07-29,2021-08-09,True,POL-0017,APPROVED,MGR-3748
EXP-000261,EMP-34416,34.94,Meals,2023-05-21,2023-05-21,True,POL-0020,APPROVED,MGR-7209
EXP-000262,EMP-63423,2090.52,Marketing,2022-03-27,2022-04-05,True,POL-0003,APPROVED,MGR-1012
EXP-000263,EMP-12408,1229.27,Travel,2022-03-09,2022-03-11,True,POL-0006,APPROVED,MGR-1012
EXP-000264,EMP-37481,416.84,Office Supplies,2023-02-08,2023-02-21,True,POL-0016,APPROVED,MGR-3767
EXP-000265,EMP-59540,565.7,Software,2024-09-03,2024-09-03,True,POL-0005,APPROVED,MGR-6032
EXP-000266,EMP-15467,510.06,Marketing,2024-02-04,2024-02-09,True,POL-0001,APPROVED,MGR-6345
EXP-000267,EMP-37401,1232.13,Travel,2024-02-26,2024-03-04,True,POL-0004,APPROVED,MGR-8247
EXP-000268,EMP-43487,868.53,Equipment,2022-03-15,2022-03-26,True,POL-0001,APPROVED,MGR-3835
EXP-000269,EMP-35629,3818.8,Training,2022-04-08,2022-04-11,True,POL-0017,APPROVED,MGR-4730
EXP-000270,EMP-47188,1552.46,Marketing,2021-03-07,2021-03-16,True,POL-0009,APPROVED,MGR-7273
EXP-000271,EMP-63408,1900.69,Equipment,2022-07-01,2022-07-12,True,POL-0019,APPROVED,MGR-4911
EXP-000272,EMP-7285,5038.23,Consulting,2024-05-08,2024-05-12,True,POL-0013,APPROVED,MGR-4730
EXP-000273,EMP-68592,1726.51,Equipment,2021-10-26,2021-11-06,True,POL-0020,APPROVED,MGR-5188
EXP-000274,EMP-73723,262.03,Accommodation,2021-10-22,2021-10-24,True,POL-0007,PENDING,
EXP-000275,EMP-55503,3308.43,Training,2023-11-16,2023-11-21,True,POL-0001,APPROVED,EMP-55503
EXP-000276,EMP-61963,1898.7,Equipment,2022-05-03,2022-05-08,True,POL-0003,APPROVED,MGR-9536
EXP-000277,EMP-70825,14013.2,Consulting,2021-11-12,2021-11-14,True,POL-0011,APPROVED,MGR-4806
EXP-000278,EMP-RM1372,67.68,Meals,2021-03-30,2021-04-01,True,POL-0020,PENDING,
EXP-000279,EMP-46586,2709.21,Marketing,2023-08-19,2023-08-30,True,POL-0014,APPROVED,MGR-1877
EXP-000280,EMP-52335,681.17,Travel,2024-02-07,2024-02-13,True,POL-0010,APPROVED,MGR-9004
EXP-000281,EMP-74203,6409.93,Marketing,2022-01-09,2022-01-10,True,POL-0016,APPROVED,MGR-6637
EXP-000282,EMP-42559,38.79,Meals,2022-08-23,2022-09-05,True,POL-0017,APPROVED,MGR-8161
EXP-000283,EMP-70421,1340.83,Training,2023-10-03,2023-10-03,True,POL-0013,APPROVED,MGR-6637
EXP-000284,EMP-13738,1725.28,Equipment,2024-07-04,2024-07-13,True,POL-0006,APPROVED,MGR-5683
EXP-000285,EMP-55401,1501.49,Travel,2021-08-27,2021-08-30,True,POL-0011,APPROVED,MGR-1877
EXP-000286,EMP-23813,257.05,Software,2021-08-18,2021-08-19,True,POL-0015,APPROVED,MGR-3496
EXP-000287,EMP-2952,20.35,Entertainment,2024-12-08,2024-12-08,True,POL-0006,APPROVED,MGR-7273
EXP-000288,EMP-17633,11021.3,Training,2023-10-19,2023-10-30,True,POL-0008,FLAGGED,
EXP-000289,EMP-8780,336.53,Office Supplies,2022-01-25,2022-02-08,True,POL-0001,APPROVED,MGR-2722
EXP-000290,EMP-42861,537.45,Software,2022-09-19,2022-09-24,True,POL-0010,APPROVED,MGR-8925
EXP-000291,EMP-54832,153.13,Consulting,2021-11-21,2021-12-02,True,POL-0019,APPROVED,MGR-7110
EXP-000292,EMP-39713,33.67,Office Supplies,2022-07-02,2022-07-16,False,POL-0013,APPROVED,MGR-2496
EXP-000293,EMP-26589,311.13,Office Supplies,2024-02-24,2024-02-25,True,POL-0015,APPROVED,MGR-3796
EXP-000294,EMP-38642,48.81,Entertainment,2021-09-11,2021-09-13,True,POL-0001,APPROVED,MGR-7488
EXP-000295,EMP-55541,63.92,Meals,2023-09-18,2023-10-02,True,POL-0006,PENDING,
EXP-000296,EMP-50268,18715.69,Consulting,2024-05-21,2024-05-28,True,POL-0003,APPROVED,MGR-2060
EXP-000297,EMP-18737,277.62,Accommodation,2023-10-13,2023-10-21,True,POL-0016,APPROVED,MGR-6637
EXP-000298,EMP-58676,2090.44,Travel,2021-03-20,2021-03-27,False,POL-0011,PENDING,
EXP-000299,EMP-11490,100.35,Accommodation,2021-09-22,2021-09-29,True,POL-0006,APPROVED,MGR-3835
EXP-000300,EMP-RM524,61.7,Entertainment,2021-11-20,2021-11-30,False,POL-0004,APPROVED,MGR-4711
EXP-000301,EMP-53516,55.02,Meals,2022-02-01,2022-02-11,True,POL-0009,APPROVED,MGR-7414
EXP-000302,EMP-27018,113.97,Entertainment,2024-04-13,2024-04-20,True,POL-0011,APPROVED,MGR-7209
EXP-000303,EMP-9614,383.65,Software,2024-02-02,2024-02-03,True,POL-0009,APPROVED,MGR-9921
EXP-000304,EMP-37028,7090.92,Consulting,2023-01-15,2023-01-17,True,POL-0016,APPROVED,MGR-3073
EXP-000305,EMP-65335,91.95,Entertainment,2022-05-11,2022-05-15,True,POL-0018,APPROVED,MGR-4619
EXP-000306,EMP-575,275.07,Software,2021-01-04,2021-01-07,True,POL-0009,APPROVED,EMP-575
EXP-000307,EMP-73784,2181.17,Equipment,2024-06-05,2024-06-17,True,POL-0015,APPROVED,MGR-4674
EXP-000308,EMP-12000,12463.55,Consulting,2023-04-01,2023-04-05,True,POL-0020,APPROVED,MGR-9216
EXP-000309,EMP-23813,2758.93,Training,2023-05-22,2023-05-26,True,POL-0020,APPROVED,MGR-2496
EXP-000310,EMP-45915,5935.99,Equipment,2024-04-27,2024-04-28,True,POL-0013,APPROVED,MGR-8005
EXP-000311,EMP-18173,764.39,Software,2023-07-22,2023-07-22,True,POL-0004,APPROVED,MGR-4619
EXP-000312,EMP-56928,23.84,Meals,2021-01-10,2021-01-13,True,POL-0019,APPROVED,MGR-4505
EXP-000313,EMP-1315,298.94,Office Supplies,2024-04-02,2024-04-16,True,POL-0010,APPROVED,MGR-4505
EXP-000314,EMP-31642,3322.83,Training,2022-11-10,2022-11-19,True,POL-0011,APPROVED,MGR-6032
EXP-000315,EMP-18487,429.3,Software,2021-02-28,2021-03-04,True,POL-0017,APPROVED,MGR-6637
EXP-000316,EMP-17684,2311.24,Equipment,2024-10-25,2024-11-05,True,POL-0002,PENDING,
EXP-000317,EMP-27455,102.64,Accommodation,2021-09-13,2021-09-26,True,POL-0009,APPROVED,MGR-4806
EXP-000318,EMP-51771,375.04,Training,2023-05-15,2023-05-15,True,POL-0002,APPROVED,MGR-8161
EXP-000319,EMP-18484,7800.59,Marketing,2022-04-03,2022-04-07,True,POL-0009,APPROVED,MGR-4806
EXP-000320,EMP-24729,86.76,Equipment,2022-05-01,2022-05-11,True,POL-0005,PENDING,
EXP-000321,EMP-10654,26.1,Software,2021-12-05,2021-12-06,True,POL-0012,APPROVED,MGR-3496
EXP-000322,EMP-41290,107.2,Entertainment,2023-12-23,2023-12-24,True,POL-0003,APPROVED,MGR-8247
EXP-000323,EMP-19058,1519.87,Equipment,2024-10-30,2024-11-01,True,POL-0005,APPROVED,MGR-7209
EXP-000324,EMP-70139,153.64,Accommodation,2023-08-16,2023-08-24,True,POL-0001,APPROVED,MGR-6345
EXP-000325,EMP-43995,118.21,Accommodation,2024-08-07,2024-08-21,True,POL-0015,APPROVED,MGR-4505
EXP-000326,EMP-32818,2105.07,Equipment,2021-03-12,2021-03-19,True,POL-0018,APPROVED,MGR-4911
EXP-000327,EMP-RM224,60.07,Equipment,2023-10-03,2023-10-04,False,POL-0014,PENDING,
EXP-000328,EMP-65235,2188.51,Equipment,2023-04-30,2023-05-09,True,POL-0013,APPROVED,MGR-4674
EXP-000329,EMP-53510,4228.24,Training,2024-10-01,2024-10-02,True,POL-0007,APPROVED,MGR-7040
EXP-000330,EMP-57025,4635.13,Training,2021-02-10,2021-02-14,True,POL-0004,PENDING,
EXP-000331,EMP-22063,14028.5,Consulting,2024-09-01,2024-09-09,True,POL-0009,APPROVED,MGR-2496
EXP-000332,EMP-52546,151.11,Entertainment,2021-05-31,2021-06-05,True,POL-0001,APPROVED,MGR-4505
EXP-000333,EMP-32322,6120.1,Marketing,2023-02-26,2023-03-04,False,POL-0015,APPROVED,MGR-9536
EXP-000334,EMP-RM1343,461.67,Software,2023-07-29,2023-07-30,True,POL-0008,APPROVED,MGR-4711
EXP-000335,EMP-26134,32.47,Meals,2021-03-17,2021-03-21,True,POL-0014,APPROVED,MGR-3748
EXP-000336,EMP-6218,7968.4,Marketing,2024-08-14,2024-08-17,True,POL-0008,APPROVED,MGR-2060
EXP-000337,EMP-55294,733.41,Equipment,2024-08-06,2024-08-19,True,POL-0002,APPROVED,MGR-3073
EXP-000338,EMP-11502,2120.58,Travel,2021-12-31,2022-01-02,True,POL-0006,APPROVED,MGR-9261
EXP-000339,EMP-20984,2423.39,Consulting,2021-10-01,2021-10-14,True,POL-0006,APPROVED,MGR-8115
EXP-000340,EMP-RM551,770.86,Travel,2023-08-02,2023-08-05,True,POL-0009,APPROVED,MGR-4711
EXP-000341,EMP-74329,1287.98,Consulting,2021-04-18,2021-04-27,True,POL-0012,APPROVED,MGR-1012
EXP-000342,EMP-10640,343.43,Travel,2022-01-11,2022-01-15,True,POL-0018,APPROVED,MGR-6345
EXP-000343,EMP-8974,1122.36,Travel,2023-06-12,2023-06-12,True,POL-0013,APPROVED,MGR-1012
EXP-000344,EMP-RM257,569.15,Software,2024-05-09,2024-05-16,True,POL-0004,PENDING,
EXP-000345,EMP-32154,1768.87,Equipment,2022-01-18,2022-01-23,True,POL-0005,APPROVED,MGR-3073
EXP-000346,EMP-69315,34.73,Entertainment,2024-03-07,2024-03-08,True,POL-0012,APPROVED,MGR-2279
EXP-000347,EMP-24608,609.89,Software,2023-12-31,2024-01-01,True,POL-0019,APPROVED,MGR-9921
EXP-000348,EMP-14146,379.85,Software,2022-01-25,2022-02-04,True,POL-0011,APPROVED,MGR-5683
EXP-000349,EMP-19212,1441.11,Equipment,2023-11-09,2023-11-10,True,POL-0005,APPROVED,MGR-2496
EXP-000350,EMP-67541,133.13,Accommodation,2023-02-11,2023-02-15,True,POL-0008,APPROVED,MGR-5683
EXP-000351,EMP-10690,6240.24,Marketing,2024-07-17,2024-07-21,True,POL-0018,APPROVED,MGR-4711
EXP-000352,EMP-29570,675.61,Training,2023-08-04,2023-08-07,True,POL-0003,APPROVED,MGR-5449
EXP-000353,EMP-38545,54.55,Accommodation,2022-02-24,2022-03-02,True,POL-0012,APPROVED,MGR-4730
EXP-000354,EMP-7337,675.85,Training,2024-10-10,2024-10-11,True,POL-0003,APPROVED,MGR-7040
EXP-000355,EMP-5196,1029.84,Training,2023-11-03,2023-11-05,True,POL-0003,APPROVED,MGR-8247
EXP-000356,EMP-6112,1276.86,Travel,2022-05-03,2022-05-07,True,POL-0001,APPROVED,MGR-7110
EXP-000357,EMP-2214,801.49,Equipment,2022-01-21,2022-01-24,True,POL-0012,APPROVED,MGR-3767
EXP-000358,EMP-73578,31.3,Meals,2022-12-27,2023-01-02,True,POL-0004,APPROVED,MGR-3953
EXP-000359,EMP-48676,176.16,Software,2023-08-25,2023-09-06,True,POL-0007,APPROVED,MGR-3835
EXP-000360,EMP-58736,776.24,Software,2023-12-06,2023-12-17,True,POL-0012,APPROVED,MGR-4711
EXP-000361,EMP-45452,190.49,Office Supplies,2024-03-25,2024-03-30,True,POL-0012,APPROVED,MGR-9004
EXP-000362,EMP-30530,20.49,Entertainment,2022-03-31,2022-04-05,True,POL-0019,APPROVED,MGR-6345
EXP-000363,EMP-64865,67.92,Office Supplies,2021-12-20,2021-12-23,False,POL-0020,PENDING,
EXP-000364,EMP-RM457,340.45,Office Supplies,2023-01-28,2023-02-10,True,POL-0015,PENDING,
EXP-000365,EMP-54242,132.52,Entertainment,2024-10-09,2024-10-09,True,POL-0014,APPROVED,MGR-5683
EXP-000366,EMP-34449,226.27,Accommodation,2023-04-05,2023-04-18,True,POL-0007,APPROVED,MGR-4806
EXP-000367,EMP-45571,2034.78,Equipment,2024-07-12,2024-07-23,True,POL-0008,APPROVED,MGR-5188
EXP-000368,EMP-68400,93.45,Entertainment,2021-03-18,2021-03-18,True,POL-0019,PENDING,
EXP-000369,EMP-RM1140,72.43,Accommodation,2023-05-14,2023-05-20,True,POL-0003,APPROVED,MGR-2279
EXP-000370,EMP-24989,951.75,Travel,2022-05-18,2022-06-01,True,POL-0017,APPROVED,MGR-4806
EXP-000371,EMP-28516,11273.29,Consulting,2023-01-17,2023-01-31,True,POL-0012,APPROVED,MGR-9921
EXP-000372,EMP-73999,14.72,Office Supplies,2021-10-09,2021-10-14,True,POL-0012,APPROVED,MGR-5188
EXP-000373,EMP-43764,1611.67,Travel,2022-07-29,2022-08-07,True,POL-0005,APPROVED,MGR-2060
EXP-000374,EMP-RM951,46.3,Meals,2021-08-02,2021-08-15,True,POL-0002,APPROVED,MGR-8115
EXP-000375,EMP-58403,8631.59,Marketing,2024-06-06,2024-06-07,True,POL-0011,APPROVED,MGR-2060
EXP-000376,EMP-72719,241.92,Accommodation,2022-09-04,2022-09-07,True,POL-0009,APPROVED,MGR-2668
EXP-000377,EMP-RM074,2558.18,Equipment,2021-06-12,2021-06-18,True,POL-0019,APPROVED,MGR-7209
EXP-000378,EMP-55505,4546.39,Marketing,2021-02-19,2021-03-05,True,POL-0004,PENDING,
EXP-000379,EMP-16287,354.43,Software,2023-05-05,2023-05-08,False,POL-0017,APPROVED,MGR-7414
EXP-000380,EMP-41339,2244.02,Equipment,2024-01-31,2024-02-04,True,POL-0020,PENDING,
EXP-000381,EMP-61026,461.78,Training,2022-07-01,2022-07-01,True,POL-0009,APPROVED,MGR-7110
EXP-000382,EMP-RM068,8900.64,Marketing,2023-05-29,2023-06-05,True,POL-0008,APPROVED,MGR-3024
EXP-000383,EMP-29707,247.69,Training,2023-03-15,2023-03-28,True,POL-0006,APPROVED,MGR-9261
EXP-000384,EMP-RM816,1380.96,Equipment,2022-06-10,2022-06-11,True,POL-0002,PENDING,
EXP-000385,EMP-RM640,5032.22,Marketing,2022-10-03,2022-10-08,True,POL-0008,APPROVED,EMP-RM640
EXP-000386,EMP-4085,134.54,Entertainment,2021-10-15,2021-10-28,True,POL-0019,APPROVED,MGR-3910
EXP-000387,EMP-31440,8163.29,Marketing,2024-12-06,2024-12-10,True,POL-0018,APPROVED,MGR-4619
EXP-000388,EMP-32632,4129.62,Consulting,2021-08-06,2021-08-20,True,POL-0015,APPROVED,MGR-8005
EXP-000389,EMP-10214,233.04,Accommodation,2022-05-16,2022-05-25,True,POL-0008,APPROVED,MGR-7110
EXP-000390,EMP-53956,622.49,Software,2022-01-12,2022-01-21,True,POL-0010,APPROVED,MGR-7273
EXP-000391,EMP-43929,178.44,Accommodation,2022-10-09,2022-10-23,True,POL-0002,PENDING,
EXP-000392,EMP-30663,4364.35,Consulting,2021-06-19,2021-06-26,True,POL-0015,APPROVED,MGR-8005
EXP-000393,EMP-57454,187.52,Office Supplies,2021-04-11,2021-04-14,True,POL-0015,PENDING,
EXP-000394,EMP-64531,141.28,Marketing,2021-06-01,2021-06-03,True,POL-0016,APPROVED,MGR-2060
EXP-000395,EMP-23079,143.75,Accommodation,2023-06-11,2023-06-23,True,POL-0015,APPROVED,MGR-9261
EXP-000396,EMP-59927,402.93,Software,2022-08-03,2022-08-16,True,POL-0009,APPROVED,MGR-5449
EXP-000397,EMP-72571,226.01,Software,2023-07-28,2023-07-28,True,POL-0016,APPROVED,MGR-8005
EXP-000398,EMP-24212,2649.67,Training,2021-12-30,2022-01-10,False,POL-0010,REJECTED,
EXP-000399,EMP-RM129,684.02,Software,2022-12-30,2023-01-06,True,POL-0012,APPROVED,MGR-2060
EXP-000400,EMP-26821,6002.8,Marketing,2024-05-27,2024-05-27,True,POL-0011,APPROVED,MGR-1877
EXP-000401,EMP-1398,186.12,Software,2023-04-04,2023-04-13,True,POL-0003,APPROVED,MGR-8161
EXP-000402,EMP-28053,1773.18,Travel,2021-09-24,2021-09-25,False,POL-0017,PENDING,
EXP-000403,EMP-53117,65.6,Meals,2022-12-25,2023-01-01,True,POL-0013,APPROVED,MGR-9261
EXP-000404,EMP-17645,636.53,Travel,2021-07-09,2021-07-13,True,POL-0016,APPROVED,MGR-3910
EXP-000405,EMP-49972,841.24,Software,2024-06-28,2024-06-28,True,POL-0009,APPROVED,MGR-7040
EXP-000406,EMP-39284,6006.76,Consulting,2021-07-03,2021-07-17,True,POL-0002,APPROVED,MGR-8005
EXP-000407,EMP-34145,2232.8,Consulting,2023-10-20,2023-10-24,True,POL-0005,APPROVED,MGR-7273
EXP-000408,EMP-41284,1183.2,Marketing,2021-07-28,2021-08-05,True,POL-0008,APPROVED,MGR-3910
EXP-000409,EMP-23900,63.6,Entertainment,2024-01-30,2024-02-13,True,POL-0016,APPROVED,MGR-8925
EXP-000410,EMP-15760,492.17,Equipment,2021-06-07,2021-06-12,True,POL-0008,APPROVED,MGR-3517
EXP-000411,EMP-63287,582.48,Marketing,2022-03-21,2022-03-29,True,POL-0004,APPROVED,MGR-7414
EXP-000412,EMP-29281,539.32,Software,2021-03-08,2021-03-14,True,POL-0020,APPROVED,MGR-3953
EXP-000413,EMP-47049,1063.44,Travel,2021-03-18,2021-04-01,True,POL-0011,APPROVED,MGR-2279
EXP-000414,EMP-7830,5863.3,Consulting,2023-06-07,2023-06-19,True,POL-0013,APPROVED,MGR-2060
EXP-000415,EMP-46494,10837.5,Consulting,2023-01-21,2023-01-24,True,POL-0009,APPROVED,MGR-4730
EXP-000416,EMP-74458,211.0,Office Supplies,2024-06-24,2024-07-06,False,POL-0016,PENDING,
EXP-000417,EMP-71511,8244.31,Marketing,2024-04-23,2024-05-07,True,POL-0008,APPROVED,MGR-1877
EXP-000418,EMP-32115,145.01,Entertainment,2024-09-15,2024-09-23,True,POL-0011,APPROVED,MGR-3748
EXP-000419,EMP-3050,2202.97,Travel,2023-12-13,2023-12-24,True,POL-0016,APPROVED,MGR-4730
EXP-000420,EMP-12809,1320.41,Training,2022-11-28,2022-11-29,True,POL-0004,PENDING,
EXP-000421,EMP-12351,779.86,Software,2021-05-04,2021-05-08,True,POL-0020,APPROVED,MGR-9004
EXP-000422,EMP-63495,29.49,Accommodation,2023-08-03,2023-08-08,False,POL-0020,APPROVED,MGR-8925
EXP-000423,EMP-52180,970.95,Travel,2021-09-13,2021-09-13,True,POL-0008,APPROVED,MGR-5188
EXP-000424,EMP-8297,4913.27,Marketing,2021-07-11,2021-07-19,True,POL-0010,APPROVED,MGR-8247
EXP-000425,EMP-65773,2512.14,Training,2021-09-14,2021-09-18,True,POL-0015,APPROVED,MGR-2496
EXP-000426,EMP-35785,7347.53,Marketing,2024-09-22,2024-10-06,True,POL-0002,APPROVED,MGR-5683
EXP-000427,EMP-30533,569.78,Marketing,2023-09-08,2023-09-19,True,POL-0003,APPROVED,MGR-6637
EXP-000428,EMP-27981,424.48,Office Supplies,2022-12-03,2022-12-08,True,POL-0010,APPROVED,MGR-3767
EXP-000429,EMP-14713,231.51,Equipment,2024-01-26,2024-02-03,True,POL-0018,APPROVED,MGR-9261
EXP-000430,EMP-4703,4982.17,Equipment,2021-04-07,2021-04-21,True,POL-0001,APPROVED,MGR-8161
EXP-000431,EMP-66076,5505.13,Consulting,2023-05-23,2023-05-23,True,POL-0012,APPROVED,MGR-4911
EXP-000432,EMP-58139,4698.81,Marketing,2023-06-03,2023-06-05,True,POL-0020,APPROVED,EMP-58139
EXP-000433,EMP-43374,29.26,Entertainment,2021-04-03,2021-04-10,True,POL-0020,APPROVED,MGR-2722
EXP-000434,EMP-18898,644.7,Software,2024-12-26,2025-01-01,True,POL-0012,APPROVED,MGR-9536
EXP-000435,EMP-68771,451.12,Software,2022-02-08,2022-02-18,True,POL-0015,APPROVED,MGR-8161
EXP-000436,EMP-73241,2015.58,Consulting,2022-01-24,2022-02-07,True,POL-0002,APPROVED,MGR-8005
EXP-000437,EMP-36251,10038.45,Consulting,2024-08-20,2024-08-26,True,POL-0009,PENDING,
EXP-000438,EMP-46764,124.68,Entertainment,2021-07-20,2021-07-27,True,POL-0017,APPROVED,MGR-4730
EXP-000439,EMP-46965,2213.02,Training,2022-11-14,2022-11-18,True,POL-0011,APPROVED,MGR-9004
EXP-000440,EMP-70487,107.34,Office Supplies,2022-06-12,2022-06-17,False,POL-0002,PENDING,
EXP-000441,EMP-RM650,165.27,Software,2024-02-14,2024-02-22,True,POL-0002,APPROVED,MGR-3767
EXP-000442,EMP-69800,236.32,Office Supplies,2022-11-05,2022-11-09,True,POL-0013,PENDING,
EXP-000443,EMP-RM196,69.22,Meals,2024-06-09,2024-06-21,True,POL-0014,APPROVED,MGR-5188
EXP-000444,EMP-18150,3296.39,Training,2023-04-11,2023-04-25,False,POL-0003,APPROVED,MGR-2413
EXP-000445,EMP-12384,195.72,Accommodation,2023-07-18,2023-07-18,True,POL-0019,APPROVED,MGR-5449
EXP-000446,EMP-74490,3139.31,Marketing,2021-06-04,2021-06-12,True,POL-0009,APPROVED,MGR-5449
EXP-000447,EMP-18875,362.16,Office Supplies,2023-09-27,2023-09-30,True,POL-0004,APPROVED,MGR-5449
EXP-000448,EMP-40874,1203.6,Equipment,2021-01-17,2021-01-18,True,POL-0001,APPROVED,MGR-2060
EXP-000449,EMP-68311,70.64,Meals,2023-03-15,2023-03-22,True,POL-0001,APPROVED,MGR-1012
EXP-000450,EMP-30391,26.81,Meals,2023-09-26,2023-09-29,True,POL-0005,APPROVED,MGR-2060
EXP-000451,EMP-55110,278.16,Software,2024-04-21,2024-04-21,True,POL-0008,APPROVED,EMP-55110
EXP-000452,EMP-69652,1954.17,Travel,2024-10-06,2024-10-20,True,POL-0008,APPROVED,MGR-2722
EXP-000453,EMP-19194,2497.05,Equipment,2021-10-07,2021-10-12,True,POL-0008,APPROVED,MGR-5683
EXP-000454,EMP-66492,7420.24,Marketing,2022-03-05,2022-03-07,True,POL-0019,APPROVED,MGR-5188
EXP-000455,EMP-17833,32.37,Meals,2022-08-23,2022-08-26,True,POL-0007,APPROVED,MGR-8115
EXP-000456,EMP-17963,601.69,Software,2021-09-08,2021-09-12,True,POL-0018,APPROVED,MGR-3910
EXP-000457,EMP-73110,61.69,Entertainment,2022-02-26,2022-03-01,False,POL-0012,REJECTED,
EXP-000458,EMP-33083,371.66,Software,2021-03-27,2021-04-04,True,POL-0016,APPROVED,MGR-2413
EXP-000459,EMP-74266,2284.9,Training,2024-06-23,2024-06-25,False,POL-0008,APPROVED,MGR-2668
EXP-000460,EMP-2117,5271.85,Consulting,2021-03-18,2021-03-29,True,POL-0002,APPROVED,MGR-3517
EXP-000461,EMP-67603,894.55,Travel,2021-05-02,2021-05-12,True,POL-0011,APPROVED,MGR-8115
EXP-000462,EMP-71210,529.39,Software,2021-06-13,2021-06-24,True,POL-0005,APPROVED,MGR-3517
EXP-000463,EMP-29641,2171.54,Training,2021-01-08,2021-01-21,True,POL-0005,APPROVED,MGR-8925
EXP-000464,EMP-RM579,3492.26,Consulting,2021-08-02,2021-08-06,True,POL-0001,APPROVED,MGR-3073
EXP-000465,EMP-25232,3128.45,Marketing,2021-08-09,2021-08-16,True,POL-0019,APPROVED,MGR-9536
EXP-000466,EMP-RM396,143.97,Accommodation,2024-05-17,2024-05-30,True,POL-0015,APPROVED,MGR-2279
EXP-000467,EMP-41286,344.48,Consulting,2021-06-01,2021-06-10,True,POL-0018,APPROVED,MGR-5449
EXP-000468,EMP-360,121.57,Office Supplies,2022-04-12,2022-04-13,True,POL-0012,APPROVED,MGR-6467
EXP-000469,EMP-33657,511.98,Software,2024-06-13,2024-06-16,True,POL-0013,APPROVED,MGR-8648
EXP-000470,EMP-52899,27.55,Entertainment,2022-04-09,2022-04-10,True,POL-0001,APPROVED,MGR-4806
EXP-000471,EMP-69501,52.71,Entertainment,2023-03-17,2023-03-27,True,POL-0003,APPROVED,MGR-3767
EXP-000472,EMP-18982,258.85,Accommodation,2021-10-18,2021-10-18,True,POL-0003,APPROVED,MGR-9261
EXP-000473,EMP-12372,41.21,Entertainment,2022-02-27,2022-02-27,True,POL-0007,APPROVED,MGR-3024
EXP-000474,EMP-15441,186.13,Accommodation,2021-04-15,2021-04-19,False,POL-0016,APPROVED,MGR-5683
EXP-000475,EMP-40515,7108.09,Marketing,2022-04-03,2022-04-16,False,POL-0016,APPROVED,MGR-2496
EXP-000476,EMP-24333,160.23,Entertainment,2022-04-20,2022-04-23,True,POL-0014,APPROVED,MGR-7488
EXP-000477,EMP-30097,13651.58,Consulting,2022-04-19,2022-04-29,True,POL-0001,APPROVED,MGR-1012
EXP-000478,EMP-40362,1225.98,Travel,2024-04-02,2024-04-07,True,POL-0011,APPROVED,MGR-8247
EXP-000479,EMP-14525,3278.4,Training,2021-04-04,2021-04-12,True,POL-0012,APPROVED,MGR-2496
EXP-000480,EMP-33924,4643.0,Consulting,2024-03-05,2024-03-19,False,POL-0004,PENDING,
EXP-000481,EMP-36238,7076.85,Consulting,2021-04-18,2021-04-28,True,POL-0011,APPROVED,MGR-4711
EXP-000482,EMP-34531,281.1,Accommodation,2021-04-24,2021-05-05,True,POL-0019,APPROVED,MGR-4619
EXP-000483,EMP-41024,28.17,Accommodation,2024-09-29,2024-10-10,True,POL-0005,PENDING,
EXP-000484,EMP-30727,42.02,Meals,2021-10-01,2021-10-09,True,POL-0018,APPROVED,MGR-8247
EXP-000485,EMP-10459,16.47,Meals,2022-05-24,2022-05-30,True,POL-0014,APPROVED,MGR-8925
